('</s>', '<s>'): 3914
('purchased', 'this'): 1
('this', 'deal'): 1
('of', 'off'): 1
('off', 'groupon'): 1
('groupon', '.'): 1
('of', 'hidden'): 1
('hidden', 'treasures'): 1
('treasures', '.'): 1
('we', 'layed'): 1
('layed', 'down'): 1
('we', 'lifted'): 1
('lifted', 'our'): 1
('our', 'blanket'): 1
('blanket', 'and'): 1
('very', 'distubing'): 1
('distubing', 'spotting'): 1
('spotting', 'on'): 1
('(', 'attached'): 1
('attached', 'in'): 1
('in', 'photos'): 1
('photos', ')'): 1
('we', 'immediatly'): 1
('immediatly', 'called'): 1
('thing', 'they'): 1
('offered', 'was'): 1
('new', 'set'): 1
('men', 'came'): 1
('sheets', 'he'): 1
('he', 'brought'): 1
('us', 'another'): 1
('one', 'with'): 1
('big', 'red'): 1
('red', 'stain'): 1
('and', 'quickly/hid'): 1
('quickly/hid', 'changed'): 1
('changed', 'it'): 1
('we', 'seen'): 1
('seen', 'it'): 1
('he', 'apologized'): 1
('and', 'offered'): 1
('new', 'ones'): 1
('ones', 'once'): 1
('we', 'denied'): 1
('denied', 'since'): 1
('so', 'late'): 1
('just', 'slept'): 1
('sheets', 'the'): 1
('the', 'appeared'): 1
('then', 'next'): 1
('i', 'eagerly'): 1
('eagerly', 'showed'): 1
('showed', 'the'): 1
('the', 'fronk'): 1
('fronk', 'desk'): 1
('and', 'manager'): 1
('manager', 'the'): 1
('photos', ','): 1
('$', '68'): 1
('68', ')'): 1
(')', 'refund'): 1
('very', 'dissapointed'): 1
('dissapointed', ','): 1
('dirty', 'sheets'): 1
('sheets', 'that'): 1
('that', 'made'): 1
('us', 'very'): 1
('and', 'sleepless'): 1
('sleepless', 'and'): 1
('i', 'broke'): 1
('broke', 'out'): 1
('face', 'with'): 1
('with', 'acne'): 1
('acne', '('): 1
('a', 'acne'): 1
('acne', 'or'): 1
('or', 'skin'): 1
('skin', 'issues'): 1
('issues', ')'): 1
(')', 'im'): 1
('im', 'positive'): 1
('positive', 'something'): 1
('those', 'dirtyy'): 1
('dirtyy', 'sheets'): 1
('drove', '4.5'): 1
('4.5', 'hours'): 1
('hours', 'to'): 1
('enjoy', 'chicago'): 1
('stayed', '@'): 1
('rock', 'based'): 1
('on', 'reputatuion'): 1
('reputatuion', ','): 1
('and', 'unfortunitly'): 1
('unfortunitly', 'we'): 1
('very', 'disspointed'): 1
('disspointed', '.'): 1
('was', 'disgusting'): 1
('disgusting', '!'): 1
('then', 'wrote'): 1
('a', 'email'): 1
('email', 'to'): 1
('management', 'and'): 1
('nothing', 'back'): 1
('a', 'response'): 1
('response', 'or'): 1
('or', 'apology'): 1
('just', 'really'): 1
('really', 'expected'): 1
('expected', 'alot'): 1
('alot', 'more'): 1
('<s>', 'visiting'): 1
('visiting', 'during'): 1
('a', 'busy'): 1
('busy', '2day'): 1
('2day', 'conference'): 1
('hotels', 'booked'): 1
('booked', 'solid'): 1
('full', 'hotel'): 1
('meet', 'a'): 1
('wide', 'array'): 1
('array', 'of'): 1
('of', 'customers'): 1
('everyone', 'is'): 1
('is', 'complaining'): 1
('cleanliness', ','): 1
('overall', 'experience'): 1
('is', 'tired'): 1
('employees', 'surly'): 1
('surly', '.'): 1
('many', 'cool'): 1
('cool', 'properties'): 1
('properties', 'to'): 1
('this', 'town'): 1
('will', 're-think'): 1
('re-think', 'hilton'): 1
('hilton', 'in'): 1
('general', '</s>'): 1
('became', 'an'): 1
('member', 'just'): 1
('before', 'spending'): 1
('spending', 'mother'): 1
('day', 'at'): 1
('chicago', 'intercontinental'): 1
('intercontinental', ','): 1
('an', 'exceptional'): 1
('exceptional', 'room'): 1
('our', 'saturday'): 1
('best', '$'): 1
('99', 'we'): 1
('ever', 'spent'): 1
('spent', '('): 1
('(', 'mother'): 1
('day', 'special'): 1
('special', ')'): 1
('the', 'welcoming'): 1
('welcoming', 'chocolate'): 1
('chocolate', 'covered'): 1
('covered', 'strawberries'): 1
('strawberries', 'began'): 1
('began', 'the'): 1
('weekend', 'on'): 1
('high', 'note'): 1
('note', ';'): 1
('concierge', 'continued'): 1
('continued', 'it'): 1
('by', 'arranging'): 1
('arranging', 'a'): 1
('wonderful', 'dinner'): 1
('(', 'moderately'): 1
('moderately', 'priced'): 1
('priced', ')'): 1
('great', 'sunday'): 1
('sunday', 'breakfast'): 1
('breakfast', 'topped'): 1
('topped', 'it'): 1
(',', 'mother'): 1
('day', 'in'): 1
('super', '.'): 1
('it', 'enough'): 1
('for', 'labor'): 1
('labor', 'day'): 1
('weekend', '('): 1
('(', 'another'): 1
('another', '``'): 1
('``', 'package'): 1
('at', 'ich'): 1
('ich', 'chicago'): 1
('november', 'of'): 1
('of', '2006'): 1
('2006', 'and'): 1
('a', 'royal'): 1
('royal', 'ambassador'): 1
('they', 'upgraded'): 1
('upgraded', 'me'): 1
('beautiful', 'junior'): 1
('living', 'and'): 1
('and', 'working'): 1
('working', 'area'): 1
('and', '2'): 1
('bathrooms', '!'): 1
('my', 'upgrade'): 1
('upgrade', 'was'): 1
('in', 'place'): 1
('place', 'upon'): 1
('beautiful', 'fruit'): 1
('fruit', 'basket'): 1
('basket', 'was'): 1
('nice', 'young'): 1
('young', 'lady'): 1
('lady', 'escort'): 1
('escort', 'me'): 1
('was', 'beautifully'): 1
('beautifully', 'furnished'): 1
('furnished', 'and'): 1
('an', 'art'): 1
('deco', 'feel'): 1
('i', 'regretted'): 1
('regretted', 'was'): 1
('this', 'comes'): 1
('comes', 'a'): 1
('late', 'as'): 1
("'m", 'finally'): 1
('finally', 'catching'): 1
('catching', 'up'): 1
('past', 'several'): 1
('several', 'months'): 1
('months', ':'): 1
(')', 'a'): 1
('a', 'dear'): 1
('dear', 'friend'): 1
('regency', 'in'): 1
('late', 'october'): 1
('october', '2007'): 1
('2007', 'for'): 1
('night', 'while'): 1
('visiting', 'a'): 1
('her', 'husband'): 1
('husband', 'from'): 1
('from', 'out'): 1
(',', 'imo'): 1
('imo', '.'): 1
('<s>', 'easy'): 1
('easy', 'check'): 1
('comfortable', 'rooms'): 1
('area', 'pretty'): 1
('pretty', 'well'): 1
('many', 'downtown'): 1
('chicago', 'attractions'): 1
('had', 'dinner'): 1
('went', 'clubing'): 1
('clubing', 'with'): 1
('friends', 'around'): 1
('around', 'division'): 1
('division', 'st'): 1
('st', '..'): 1
('..', 'we'): 1
('problems', 'getting'): 1
('getting', 'cabs'): 1
('cabs', 'back'): 1
('forth', 'to'): 1
("'s", 'even'): 1
('even', 'public'): 1
('transportation', 'right'): 1
('by', 'but'): 1
('bother', 'since'): 1
('only', 'needed'): 1
('needed', 'cabs'): 1
('cabs', 'from'): 1
('is', 'usual'): 1
('usual', 'for'): 1
('car', 'out'): 1
('out', 'quickly'): 1
('quickly', '('): 1
('(', 'however'): 1
('exactly', 'a'): 1
('high', 'traffic'): 1
('traffic', 'time'): 1
('time', 'although'): 1
('a', 'bears'): 1
('bears', 'homegame'): 1
('homegame', 'day'): 1
('so', 'a'): 1
('bit', 'busier'): 1
('busier', 'than'): 1
('than', 'usual'): 1
('usual', 'i'): 1
('think', ')'): 1
('100', 'through'): 1
('through', 'hotwire'): 1
('a', 'downright'): 1
('downright', 'steal'): 1
('steal', 'for'): 1
('the', 'lukewarm'): 1
('lukewarm', 'reviews'): 1
('went', 'ahead'): 1
('membership', 'just'): 1
('to', 'hedge'): 1
('hedge', 'off'): 1
('off', 'any'): 1
('any', 'unpleasantness'): 1
('unpleasantness', '.'): 1
('i', 'normally'): 1
('normally', 'have'): 1
('with', 'intercontinental'): 1
('intercontinental', 'hotels'): 1
('particularly', 'the'): 1
('hopkins', 'in'): 1
('in', 'sf'): 1
('sf', '.'): 1
('confirm', 'that'): 1
('was', 'designated'): 1
('designated', 'as'): 1
('as', 'ambassador'): 1
('no', 'separate'): 1
('separate', 'check-in'): 1
('check-in', 'line'): 1
('line', '('): 1
('as', 'advertised'): 1
('advertised', ')'): 1
('duty', 'basically'): 1
('basically', 'ignored'): 1
('ignored', 'me'): 1
('me', 'when'): 1
('him', 'i'): 1
('and', 'stuck'): 1
('stuck', 'me'): 1
('regular', 'tiny'): 1
('was', 'nearly'): 1
('nearly', 'half'): 1
('half', 'an'): 1
('hour', 'checking'): 1
('the', 'arrogant'): 1
('arrogant', 'attitude'): 1
('``', 'modern'): 1
('modern', '``'): 1
('``', 'tower'): 1
('the', '60'): 1
('60', "'s"): 1
("'s", ')'): 1
('about', '2/3'): 1
('2/3', 'the'): 1
('hopkins', '('): 1
('in', "'29"): 1
("'29", ')'): 1
('with', 'torn'): 1
('torn', 'sheets'): 1
(',', 'cracked'): 1
('cracked', 'marble'): 1
('marble', 'sinks'): 1
('sinks', ','): 1
('the', 'spare'): 1
('spare', 'roll'): 1
('roll', 'of'): 1
('of', 'toilet'): 1
('paper', 'being'): 1
('located', 'outside'): 1
('bathroom', 'inside'): 1
('closet', '-'): 1
('-', 'how'): 1
('how', 'convenient'): 1
('convenient', 'is'): 1
('that', '?'): 1
('not', 'careful'): 1
('careful', ','): 1
('may', 'break'): 1
('break', 'the'): 1
('full', 'length'): 1
('length', 'mirror'): 1
('mirror', 'attached'): 1
('not', 'provided'): 1
('provided', 'with'): 1
('which', 'never'): 1
('got', 'around'): 1
('and', 'entitled'): 1
('travel', 'with'): 1
('a', 'medical'): 1
('medical', 'device'): 1
('device', 'which'): 1
('i', 'already'): 1
('already', 'set'): 1
('the', 'tiny'): 1
('their', 'credit'): 1
('did', 'send'): 1
('send', 'some'): 1
('amenities', 'i'): 1
('would', 'otherwise'): 1
('otherwise', 'be'): 1
('be', 'entitled'): 1
('to', 'as'): 1
('better', 'places'): 1
('places', 'for'): 1
('money', 'including'): 1
('including', ','): 1
('fairmont', ','): 1
(',', 'hyatt'): 1
(',', 'sheraton'): 1
(',', 'monaco'): 1
(',', 'crowne'): 1
('crowne', 'plaza'): 1
('plaza', ','): 1
('the', 'holiday'): 1
('inn', 'and'): 1
('and', 'marriotts'): 1
('marriotts', 'located'): 1
('same', 'general'): 1
('general', 'area'): 1
('our', 'brief'): 1
('brief', 'stay'): 1
('personnel', 'and'): 1
('and', 'bellmen'): 1
('bartender', ','): 1
(',', 'everyone'): 1
('everyone', 'we'): 1
('met', 'was'): 1
('welcoming', '.'): 1
('our', '11th-floor'): 1
('11th-floor', 'room'): 1
('north', 'to'): 1
('drake', 'hotel'): 1
('and', 'apartments'): 1
('apartments', 'across'): 1
('in-room', 'coffee'): 1
('was', 'appreciated'): 1
('appreciated', ','): 1
("'d", 'still'): 1
('still', 'take'): 1
('beautiful', 'older'): 1
('with', 'character'): 1
('character', 'over'): 1
('over', 'a'): 1
('a', 'spacious-but-cookie-cutter'): 1
('spacious-but-cookie-cutter', 'room'): 1
('room', 'any'): 1
('any', 'day'): 1
('day', '!'): 1
('<s>', 'under'): 1
('the', 'gloss'): 1
('gloss', 'of'): 1
('nice', 'building'): 1
('a', 'wild'): 1
('wild', 'set'): 1
('of', 'items'): 1
('is', 'somewhat'): 1
('somewhat', 'below-average'): 1
('below-average', 'hotel'): 1
('particular', ','): 1
('chairs', 'were'): 1
('were', 'some'): 1
('least', 'comfortable'): 1
('ever', 'encountered'): 1
('were', 'practically'): 1
('practically', 'cripped'): 1
('cripped', 'by'): 1
('bed', 'pain'): 1
('pain', '.'): 1
('immediately', 'offered'): 1
('offered', 'the'): 1
('the', 'chance'): 1
('chance', 'to'): 1
('switch', 'to'): 1
('furnished', 'identically'): 1
('identically', '.'): 1
('the', 'owners'): 1
('owners', 'of'): 1
('omni', 'need'): 1
('stop', 'spending'): 1
('spending', 'money'): 1
('on', 'bath'): 1
('bath', 'salts'): 1
('salts', 'for'): 1
('and', 'invest'): 1
('invest', 'in'): 1
('basic', 'comforts'): 1
('comforts', '.'): 1
('be', 'lying'): 1
(',', 'trying'): 1
('to', 'unkink'): 1
('unkink', 'my'): 1
('my', 'back'): 1
(',', 'thinking'): 1
('thinking', 'longingly'): 1
('longingly', 'of'): 1
('last', 'red'): 1
('inn', 'i'): 1
('i', 'visited'): 1
('visited', '.'): 1
('train', 'directly'): 1
('directly', 'from'): 1
('midway', 'and'): 1
('and', 'walk'): 1
('walk', 'one'): 1
('block', 'to'): 1
('it', 'always'): 1
('always', 'proves'): 1
('proves', 'to'): 1
('any', 'traveler'): 1
('is', 'loyal'): 1
('loyal', 'to'): 1
('a', 'favorite'): 1
('has', 'experienced'): 1
('experienced', 'this'): 1
('this', 'sad'): 1
('sad', 'truth'): 1
('truth', ':'): 1
(':', 'eventually'): 1
('eventually', 'the'): 1
('the', 'lodging'): 1
('lodging', 'deteriorates'): 1
('deteriorates', '.'): 1
('not', 'expect'): 1
('expect', 'the'): 1
('price', 'to'): 1
('to', 'double'): 1
('double', 'and'): 1
('and', 'triple'): 1
('triple', 'at'): 1
('time', '!'): 1
('been', 'staying'): 1
('several', 'decades'): 1
('decades', '.'): 1
(',', 'changes'): 1
('changes', 'have'): 1
('the', 'updated'): 1
('updated', 'heating'): 1
('heating', 'and'): 1
('and', 'cooling'): 1
('cooling', 'systems'): 1
('systems', 'and'): 1
('most', 'recently'): 1
('things', 'have'): 1
('gone', 'downhill'): 1
('downhill', '.'): 1
('last', 'several'): 1
('several', 'stays'): 1
('stays', 'i'): 1
('have', 'experienced'): 1
('experienced', 'very'): 1
('dirty', 'carpets'): 1
('carpets', 'and'): 1
('and', 'slow'): 1
('slow', 'service'): 1
('rates', 'have'): 1
('have', 'skyrocketed'): 1
('skyrocketed', 'and'): 1
('now', 'they'): 1
('are', 'asking'): 1
('night', 'minimum'): 1
('minimum', 'stays'): 1
('stays', 'on'): 1
('on', 'many'): 1
('many', 'occasions'): 1
('of', 'rate'): 1
('rate', 'structure'): 1
('structure', 'one'): 1
('one', 'might'): 1
('might', 'expect'): 1
('hotels', 'within'): 1
('within', 'spitting'): 1
('spitting', 'distance'): 1
('talbott', ','): 1
('this', 'less-than-maintained'): 1
('less-than-maintained', 'lodging'): 1
('lodging', '.'): 1
(',', 'personally'): 1
('personally', ','): 1
(',', 'am'): 1
('am', 'shopping'): 1
('shopping', 'for'): 1
('new', 'home'): 1
('special', 'birthday'): 1
('wife', 'from'): 1
('from', 'aug'): 1
('aug', '25'): 1
('to', '29'): 1
('29', '.'): 1
('order', 'flowers'): 1
('flowers', 'for'): 1
('<s>', 'jaymes'): 1
('jaymes', 'ballard'): 1
('ballard', ','): 1
('made', 'arrange'): 1
('arrange', 'for'): 1
('for', 'flowers'): 1
('great', 'room'): 1
('view', 'facing'): 1
('everything', 'looked'): 1
('like', 'new'): 1
('great', 'ammenities'): 1
('beautiful', 'bouquet'): 1
('bouquet', 'of'): 1
('of', 'flowers'): 1
('flowers', 'arrived'): 1
('arrived', 'upon'): 1
('mins', 'from'): 1
('from', 'everything'): 1
('close', 'but'): 1
('not', 'far'): 1
('from', 'anything'): 1
('great', 'restaurant'): 1
('2', 'patios'): 1
('patios', 'outside'): 1
('outside', 'where'): 1
('a', 'cigar'): 1
('cigar', '.'): 1
('nice', 'pool'): 1
('tub', 'on'): 1
('and', 'thanks'): 1
('to', 'jaymes'): 1
('jaymes', 'for'): 1
('for', 'making'): 1
('trip', 'very'): 1
('star', 'like'): 1
('is', 'horrible'): 1
('horrible', '('): 1
('(', 'probably'): 1
('probably', 'more'): 1
('more', 'european'): 1
('european', 'than'): 1
('to', ')'): 1
('and', 'furnished'): 1
('furnished', 'like'): 1
('old', 'apartment'): 1
('the', 'upside'): 1
('upside', ','): 1
(',', 'feel'): 1
('safe', ','): 1
('can', 'put'): 1
('some', 'aesthetic'): 1
('aesthetic', 'issues'): 1
('issues', 'and'): 1
('deal', 'then'): 1
('then', 'this'): 1
('prefer', 'westin'): 1
('or', 'marriott'): 1
('marriott', '...'): 1
('...', 'something'): 1
('can', 'count'): 1
('count', 'on'): 1
('january', 'when'): 1
('was', '-20.'): 1
('-20.', 'but'): 1
('but', 'even'): 1
('even', 'then'): 1
('much', 'we'): 1
('town', 'to'): 1
('suites', 'is'): 1
(',', 'period'): 1
('now', 'we'): 1
('stayed', 'from'): 1
('the', '9/5/2009'): 1
('9/5/2009', 'to'): 1
('to', '9/5/2009'): 1
('9/5/2009', 'and'): 1
('(', 'p.s'): 1
('the', 'weather'): 1
('weather', 'was'): 1
('high', '70s'): 1
('70s', ')'): 1
('need', 'and'): 1
('its', 'write'): 1
('write', 'in'): 1
('two', 'seperate'): 1
('seperate', 'rooms'): 1
('very', 'handy'): 1
('our', 'teenage'): 1
('<s>', 'full'): 1
('full', 'kitchen'): 1
('(', 'laundry'): 1
('laundry', 'on'): 1
('on', '7th'): 1
(')', 'seveal'): 1
('seveal', 'foodmarkets'): 1
('foodmarkets', 'within'): 1
('distance', ','): 1
('everything', 'within'): 1
('wont', 'need'): 1
('car', 'and'): 1
('$', '42'): 1
('42', 'for'): 1
('parking', 'you'): 1
('wont', 'want'): 1
('want', 'one'): 1
('<s>', 'dont'): 1
('dont', 'take'): 1
('my', 'word'): 1
('word', 'for'): 1
('out', 'you'): 1
('wont', 'be'): 1
('did', 'i'): 1
('mention', 'free'): 1
('<s>', 'job'): 1
('job', 'done'): 1
('a', 'no'): 1
('no', 'brainer'): 1
('brainer', 'book'): 1
('book', 'now'): 1
('<s>', 'theres'): 1
('theres', 'also'): 1
('a', 'beach'): 1
('beach', 'within'): 1
('distance', '</s>'): 1
('fine', 'and'): 1
('comfortable', '('): 1
('very', 'peaceful'): 1
('peaceful', ')'): 1
('the', 'so-called'): 1
('so-called', ','): 1
('concierge', 'or'): 1
('``', 'experience'): 1
('experience', 'something'): 1
('something', 'or'): 1
('others', '``'): 1
('``', 'left'): 1
('left', 'much'): 1
('desired', '.'): 1
('arrived', 'and'): 1
('doorman', 'walked'): 1
('greeted', 'with'): 1
('hello', ','): 1
(',', 'welcome'): 1
('to', '...'): 1
('...', '``'): 1
('instead', ','): 1
('got', ','): 1
('``', 'your'): 1
('name', '?'): 1
('<s>', 'id'): 1
('id', '?'): 1
('hello', '``'): 1
('no', '``'): 1
('just', 'plain'): 1
('plain', 'old'): 1
('old', 'poor'): 1
('poor', 'customer'): 1
('very', 'beginning'): 1
('beginning', '!'): 1
('that', 'left'): 1
('mouth', ','): 1
('let', 'it'): 1
('it', 'go'): 1
('how', 'the'): 1
('friend', 'all'): 1
('all', 'went'): 1
('summer', 'of'): 1
('of', '2004'): 1
('2004', '...'): 1
('there', 'all'): 1
('all', 'spacious'): 1
('spacious', 'suites'): 1
('suites', '...'): 1
('yeah', 'right'): 1
('right', '...'): 1
('barely', 'walk'): 1
('said', 'theres'): 1
('theres', '2'): 1
('beds', '...'): 1
('yeah', 'well'): 1
('well', 'one'): 1
('out', 'couch'): 1
('couch', '...'): 1
('bathroom', '...'): 1
('...', 'tiny'): 1
('tiny', '...'): 1
('forever', 'and'): 1
('people', 'blamed'): 1
('blamed', 'us'): 1
('for', 'throwing'): 1
('throwing', 'a'): 1
('a', 'book'): 1
('book', 'out'): 1
('window', 'and'): 1
('and', 'somehow'): 1
('somehow', 'someone'): 1
('someone', 'knew'): 1
('knew', 'exactly'): 1
('exactly', 'where'): 1
('it', 'fell'): 1
('fell', 'from'): 1
('and', 'which'): 1
('yeah', '...'): 1
('wouldnt', 'stay'): 1
('an', 'okay'): 1
('okay', 'experience'): 1
('location', 'contrary'): 1
('contrary', 'to'): 1
('reviews', 'is'): 1
('least', 'a'): 1
('a', 'fifteen'): 1
('fifteen', 'minute'): 1
('walk', 'which'): 1
('the', 'winter'): 1
('winter', 'in'): 1
('chicago', 'means'): 1
('means', 'a'): 1
('other', 'thing'): 1
('should', 'know'): 1
('they', 'allow'): 1
('allow', 'smoking'): 1
('smoking', 'everywhere'): 1
("n't", 'necessarily'): 1
('necessarily', 'mind'): 1
('mind', 'people'): 1
('smoking', 'but'): 1
('elevator', 'lobbies'): 1
('lobbies', 'and'): 1
('and', 'any'): 1
('any', 'area'): 1
('was', 'public'): 1
('public', 'had'): 1
('had', 'tons'): 1
('and', 'ashtrays'): 1
('ashtrays', 'everywhere'): 1
('the', 'pool/spa/excercise'): 1
('pool/spa/excercise', 'room'): 1
('impressive', 'either'): 1
('is', 'accessible'): 1
('accessible', 'by'): 1
('by', 'walking'): 1
('walking', 'through'): 1
('center', 'corridor'): 1
('corridor', ','): 1
(',', 'wondering'): 1
('wondering', 'if'): 1
('going', 'the'): 1
('right', 'way'): 1
('way', 'and'): 1
('then', 'coming'): 1
('pool', 'that'): 1
('``', 'spa'): 1
('spa', '``'): 1
('a', 'closet'): 1
('closet', 'with'): 1
('massage', 'table'): 1
('helpful', 'but'): 1
('that', 'answer'): 1
('``', 'sheraton'): 1
('sheraton', 'promise'): 1
('promise', '``'): 1
('``', 'phone'): 1
('phone', 'told'): 1
('nothing', 'they'): 1
('about', 'ice'): 1
('ice', 'being'): 1
('two', 'floors'): 1
('were', 'super'): 1
('nice', 'business'): 1
('with', 'top'): 1
('line', 'conference'): 1
('and', 'meeting'): 1
('meeting', 'facilities'): 1
('facilities', 'but'): 1
('for', 'couples'): 1
('couples', 'or'): 1
('or', 'families'): 1
('families', 'you'): 1
('better', 'in'): 1
('week', 'with'): 1
('family', 'this'): 1
('huge', 'so'): 1
('clean', 'has'): 1
('has', 'comfy'): 1
('beds', 'foods'): 1
('foods', 'great'): 1
('staff', 'couldn'): 1
('couldn', ','): 1
(',', 't'): 1
('t', 'of'): 1
('being', 'any'): 1
('any', 'nicer'): 1
('for', 'thanksgiving'): 1
('thanksgiving', 'it'): 1
('fabulous', 'second'): 1
('still', 'want'): 1
('within', 'walkin'): 1
('walkin', 'distance'): 1
('both', 'state'): 1
('and', 'michicgan'): 1
('michicgan', 'avenue.there'): 1
('avenue.there', ','): 1
('s', 'taxis'): 1
('taxis', 'right'): 1
('concierge', 'can'): 1
('can', 'also'): 1
('also', 'ring'): 1
('ring', 'for'): 1
('for', 'mini'): 1
('mini', 'buses'): 1
('buses', 'if'): 1
('your', 'travelling'): 1
('big', 'crowd.there'): 1
('crowd.there', ','): 1
('s', 'also'): 1
('a', 'cinema'): 1
('cinema', '2'): 1
('mins', 'away'): 1
('away', 'opposite'): 1
('<s>', 'perfect'): 1
('perfect', 'hotel'): 1
('great', 'get'): 1
('get', 'away'): 1
('away', '...'): 1
('of', 'kimpton'): 1
('experienced', 'top'): 1
('top', 'service'): 1
('did', 'at'): 1
('even', 'before'): 1
('concierge', 'mark'): 1
('mark', 'kraemer'): 1
('kraemer', 'advised'): 1
('advised', 'us'): 1
('on', 'things'): 1
('booked', 'tickets'): 1
('tickets', 'in'): 1
('advance', 'to'): 1
('to', 'second'): 1
('second', 'city'): 1
('were', 'welcomed'): 1
('welcomed', 'warmly'): 1
('warmly', 'on'): 1
('bellman', 'checked'): 1
('checked', 'up'): 1
('went', 'from'): 1
('a', 'personal'): 1
('personal', 'interest'): 1
('interest', 'in'): 1
('making', 'your'): 1
('city', 'hall'): 1
('hall', ','): 1
('large', 'quiet'): 1
('used', 'room'): 1
('room', 'service-the'): 1
('service-the', 'meal'): 1
('meal', 'came'): 1
('came', 'quickly'): 1
('a', 'bonus'): 1
('bonus', 'fruit'): 1
('fruit', 'cup'): 1
('cup', '.'): 1
('the', 'pasta'): 1
('(', '20'): 1
('20', 'dollars'): 1
('three', 'course'): 1
('course', 'meal'): 1
('meal', ')'): 1
('the', '312'): 1
('312', 'restaurant-the'): 1
('restaurant-the', 'starter'): 1
('starter', 'and'): 1
('dessert', 'were'): 1
('main', 'pasta'): 1
('pasta', 'a'): 1
